"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"43322";"местный проезд (Варшавское ш., вл. 32с1)";"2699891999";"Южный административный округ";"Нагорный район";"Ремонтные работы";"Коммерческие организации";"";"09.02.2024";"11.09.2025";"1";"";"line";"";"37.6222997903824,55.6817008422063;37.6235282421112,55.6818460133523";"{coordinates=[[[37.62229979, 55.681700842], [37.623528242, 55.681846013]]], type=MultiLineString}";"";
"43742";"Гостиничный пр. (ул. Ботаническая, д.33Вс2)";"2699892000";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы ДЖКХ";"";"01.08.2024";"30.12.2024";"1";"";"line";"";"37.579857,55.840155;37.579865,55.840138;37.579915,55.84003;37.579915,55.840029;37.579916,55.840028;37.579969,55.839966;37.57997,55.839966;37.579971,55.839965;37.580056,55.839865;37.580057,55.839864;37.580058,55.839864;37.580094,55.839823;37.580137,55.839784;37.580159,55.839767;37.580186,55.839747;37.58024,55.839712;37.5803,55.83968";"{coordinates=[[[37.579857, 55.840155], [37.579865, 55.840138], [37.579915, 55.84003], [37.579915, 55.840029], [37.579916, 55.840028], [37.579969, 55.839966], [37.57997, 55.839966], [37.579971, 55.839965], [37.580056, 55.839865], [37.580057, 55.839864], [37.580058, 55.839864], [37.580094, 55.839823], [37.580137, 55.839784], [37.580159, 55.839767], [37.580186, 55.839747], [37.58024, 55.839712], [37.5803, 55.83968]]], type=MultiLineString}";"";
"46054";"Малый Каретный пер.";"2699892002";"Центральный административный округ";"Тверской район";"Ремонтные работы";"Коммерческие организации";"";"09.07.2024";"01.01.2025";"";"";"line";"";"37.616207,55.771329;37.616204,55.771329;37.615923,55.771304;37.61592,55.771304;37.615912,55.771303;37.615158,55.771237;37.61515,55.771236;37.615149,55.771236;37.614997,55.771223;37.614995,55.771223;37.614994,55.771222;37.614871,55.771212;37.614633,55.771212;37.614631,55.771212;37.614629,55.771212;37.614478,55.771212;37.614317,55.771209;37.614315,55.771209;37.614314,55.771209;37.614219,55.771207;37.614218,55.771207;37.614211,55.771207;37.613536,55.771211;37.613529,55.771211;37.613527,55.771211;37.613321,55.771212;37.613319,55.771212;37.613317,55.771212;37.61306,55.771203;37.613057,55.771203;37.613056,55.771203;37.612902,55.771204;37.6129,55.771204;37.612899,55.771204;37.612762,55.771203;37.612761,55.771203;37.612757,55.771203;37.612463,55.771201";"{coordinates=[[[37.616207, 55.771329], [37.616204, 55.771329], [37.615923, 55.771304], [37.61592, 55.771304], [37.615912, 55.771303], [37.615158, 55.771237], [37.61515, 55.771236], [37.615149, 55.771236], [37.614997, 55.771223], [37.614995, 55.771223], [37.614994, 55.771222], [37.614871, 55.771212], [37.614633, 55.771212], [37.614631, 55.771212], [37.614629, 55.771212], [37.614478, 55.771212], [37.614317, 55.771209], [37.614315, 55.771209], [37.614314, 55.771209], [37.614219, 55.771207], [37.614218, 55.771207], [37.614211, 55.771207], [37.613536, 55.771211], [37.613529, 55.771211], [37.613527, 55.771211], [37.613321, 55.771212], [37.613319, 55.771212], [37.613317, 55.771212], [37.61306, 55.771203], [37.613057, 55.771203], [37.613056, 55.771203], [37.612902, 55.771204], [37.6129, 55.771204], [37.612899, 55.771204], [37.612762, 55.771203], [37.612761, 55.771203], [37.612757, 55.771203], [37.612463, 55.771201]]], type=MultiLineString}";"";
"46285";"разворотный тоннель 23-го км Калужского ш. (съезд с дублера на разворотный тоннель Калужского ш., при движении в сторону области)";"2699892003";"Новомосковский административный округ";"поселение Сосенское";"Ремонтные работы";"Работы Департамента строительства";"";"30.03.2024";"01.01.2025";"";"";"line";"";"37.479037,55.596094;37.478906,55.595904;37.478902,55.595897;37.478901,55.595896;37.47879,55.595736;37.478789,55.595735;37.478782,55.595724;37.478524,55.595351";"{coordinates=[[[37.479037, 55.596094], [37.478906, 55.595904], [37.478902, 55.595897], [37.478901, 55.595896], [37.47879, 55.595736], [37.478789, 55.595735], [37.478782, 55.595724], [37.478524, 55.595351]]], type=MultiLineString}";"";
"40183";"местный проезд (Ленинский просп., д.39/1)";"2699892006";"Юго-Западный административный округ";"Гагаринский район";"Ремонтные работы";"Коммерческие организации";"";"01.08.2023";"16.11.2024";"1";"";"line";"";"37.5832521915436,55.7081644967576;37.5829571485519,55.7079952443551";"{coordinates=[[[37.583252192, 55.708164497], [37.582957149, 55.707995244]]], type=MultiLineString}";"";
"43960";"ул. Мясищева (Филевский бул., д.42 - д.39)";"2699892008";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Работы Департамента строительства";"";"01.04.2024";"22.12.2024";"";"";"line";"";"37.479172,55.762082;37.479228,55.762079;37.479291,55.762078;37.479353,55.762079;37.479414,55.762082;37.479415,55.762082;37.479416,55.762082;37.479496,55.762086;37.479783,55.762116;37.479786,55.762117;37.479788,55.762117;37.480066,55.762159;37.48035,55.762203;37.480663,55.762247;37.480923,55.762282;37.481141,55.762314;37.481143,55.762314;37.481145,55.762315;37.481322,55.762338;37.481324,55.762338;37.481329,55.762339;37.481798,55.762401;37.481949,55.762416;37.4821,55.762428;37.482228,55.762435;37.482355,55.76244;37.482618,55.762446;37.483503,55.762472;37.483512,55.762472;37.483516,55.762472;37.483917,55.762483;37.483921,55.762483;37.483923,55.762483;37.484171,55.762488;37.484174,55.762488;37.484183,55.762488;37.485121,55.762509;37.48513,55.76251;37.485139,55.76251;37.485224,55.762512";"{coordinates=[[[37.479172, 55.762082], [37.479228, 55.762079], [37.479291, 55.762078], [37.479353, 55.762079], [37.479414, 55.762082], [37.479415, 55.762082], [37.479416, 55.762082], [37.479496, 55.762086], [37.479783, 55.762116], [37.479786, 55.762117], [37.479788, 55.762117], [37.480066, 55.762159], [37.48035, 55.762203], [37.480663, 55.762247], [37.480923, 55.762282], [37.481141, 55.762314], [37.481143, 55.762314], [37.481145, 55.762315], [37.481322, 55.762338], [37.481324, 55.762338], [37.481329, 55.762339], [37.481798, 55.762401], [37.481949, 55.762416], [37.4821, 55.762428], [37.482228, 55.762435], [37.482355, 55.76244], [37.482618, 55.762446], [37.483503, 55.762472], [37.483512, 55.762472], [37.483516, 55.762472], [37.483917, 55.762483], [37.483921, 55.762483], [37.483923, 55.762483], [37.484171, 55.762488], [37.484174, 55.762488], [37.484183, 55.762488], [37.485121, 55.762509], [37.48513, 55.76251], [37.485139, 55.76251], [37.485224, 55.762512]]], type=MultiLineString}";"";
"41976";"ул. Инженерная (от д.15 до д.9)";"2699892010";"Северо-Восточный административный округ";"Алтуфьевский район";"Ремонтные работы";"Работы Департамента строительства";"";"01.03.2023";"01.01.2025";"";"";"line";"";"37.576066,55.879835;37.575903,55.879841;37.575899,55.879841;37.575895,55.879841;37.575484,55.879857;37.57548,55.879857;37.575472,55.879857;37.574699,55.879886;37.574691,55.879887;37.574688,55.879887;37.574412,55.879897;37.574409,55.879897;37.5744,55.879897;37.573559,55.879929;37.57355,55.879929;37.573546,55.879929;37.573113,55.879946;37.573108,55.879946;37.573107,55.879946;37.572947,55.879952;37.572945,55.879952;37.572939,55.879952;37.572301,55.879976;37.572024,55.879986;37.572021,55.879986;37.572012,55.879987;37.571053,55.880023;37.571043,55.880023;37.571042,55.880023;37.570973,55.880026";"{coordinates=[[[37.576066, 55.879835], [37.575903, 55.879841], [37.575899, 55.879841], [37.575895, 55.879841], [37.575484, 55.879857], [37.57548, 55.879857], [37.575472, 55.879857], [37.574699, 55.879886], [37.574691, 55.879887], [37.574688, 55.879887], [37.574412, 55.879897], [37.574409, 55.879897], [37.5744, 55.879897], [37.573559, 55.879929], [37.57355, 55.879929], [37.573546, 55.879929], [37.573113, 55.879946], [37.573108, 55.879946], [37.573107, 55.879946], [37.572947, 55.879952], [37.572945, 55.879952], [37.572939, 55.879952], [37.572301, 55.879976], [37.572024, 55.879986], [37.572021, 55.879986], [37.572012, 55.879987], [37.571053, 55.880023], [37.571043, 55.880023], [37.571042, 55.880023], [37.570973, 55.880026]]], type=MultiLineString}";"";
"44558";"ул. Академика Королева, д.28к1";"2699892014";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы Департамента строительства";"";"20.04.2024";"27.05.2025";"";"";"line";"";"37.596214,55.822468;37.596446,55.82231;37.596449,55.822309;37.596452,55.822307;37.596735,55.822114;37.596775,55.822089;37.596836,55.822056;37.596902,55.822026;37.596972,55.822;37.597047,55.821978;37.597118,55.821961;37.597191,55.821949;37.597265,55.821941;37.597341,55.821937;37.597392,55.821937;37.598165,55.821949";"{coordinates=[[[37.596214, 55.822468], [37.596446, 55.82231], [37.596449, 55.822309], [37.596452, 55.822307], [37.596735, 55.822114], [37.596775, 55.822089], [37.596836, 55.822056], [37.596902, 55.822026], [37.596972, 55.822], [37.597047, 55.821978], [37.597118, 55.821961], [37.597191, 55.821949], [37.597265, 55.821941], [37.597341, 55.821937], [37.597392, 55.821937], [37.598165, 55.821949]]], type=MultiLineString}";"";
"45848";"Новотроицкое ш. в районе пересечения с Калужским ш.";"2699892016";"[Новомосковский административный округ, Троицкий административный округ]";"[поселение Десеновское, поселение Троицк]";"Ремонтные работы";"Работы Департамента строительства";"";"20.07.2024";"02.12.2024";"1";"";"line";"";"37.323452,55.486293;37.32347,55.486278;37.323679,55.486183;37.323903,55.486118;37.324218,55.486043;37.324221,55.486042;37.32423,55.486041;37.324722,55.485964";"{coordinates=[[[37.323452, 55.486293], [37.32347, 55.486278], [37.323679, 55.486183], [37.323903, 55.486118], [37.324218, 55.486043], [37.324221, 55.486042], [37.32423, 55.486041], [37.324722, 55.485964]]], type=MultiLineString}";"";
"46945";"ул. Центральная, д.3 (г. Троицк)";"2699892018";"Троицкий административный округ";"поселение Троицк";"Ремонтные работы";"Работы ДЖКХ";"";"23.08.2024";"01.01.2025";"";"";"line";"";"37.309396,55.475796;37.309307,55.475737;37.309305,55.475736;37.309302,55.475733;37.308942,55.475495;37.308938,55.475493;37.308933,55.475489;37.308869,55.475447";"{coordinates=[[[37.309396, 55.475796], [37.309307, 55.475737], [37.309305, 55.475736], [37.309302, 55.475733], [37.308942, 55.475495], [37.308938, 55.475493], [37.308933, 55.475489], [37.308869, 55.475447]]], type=MultiLineString}";"";
"44306";"ул. Татьянин Парк, д.2, стр.1";"2699892022";"[Западный административный округ, Новомосковский административный округ]";"[район Солнцево, поселение Московский]";"Ремонтные работы";"Работы Департамента строительства";"";"08.04.2024";"01.01.2025";"";"";"line";"";"37.4196454882622,55.6592092277319;37.4198989570141,55.6601766621798;37.4200867116451,55.6604672423168;37.4202208220959,55.6606276658432";"{coordinates=[[[37.419645488, 55.659209228], [37.419898957, 55.660176662], [37.420086712, 55.660467242], [37.420220822, 55.660627666]]], type=MultiLineString}";"";
"43885";"ул. 5-я Парковая, д.37";"2699892024";"Восточный административный округ";"район Измайлово";"Ремонтные работы";"Работы Департамента строительства";"";"18.03.2024";"01.01.2025";"";"";"line";"";"37.7879154682159,55.7992091964201;37.7879101037979,55.7998998834909";"{coordinates=[[[37.787915468, 55.799209196], [37.787910104, 55.799899883]]], type=MultiLineString}";"";
"46602";"Колпачный пер., д.14/5, стр.1";"2699892028";"Центральный административный округ";"Басманный район";"Ремонтные работы";"Работы ДЖКХ";"";"08.08.2024";"01.01.2025";"";"";"line";"";"37.642157,55.755364;37.642134,55.755449;37.642134,55.75545;37.642133,55.755455;37.64212,55.755503";"{coordinates=[[[37.642157, 55.755364], [37.642134, 55.755449], [37.642134, 55.75545], [37.642133, 55.755455], [37.64212, 55.755503]]], type=MultiLineString}";"";
"45281";"Крутицкая наб., д.17А";"2699892029";"Южный административный округ";"Даниловский район";"Ремонтные работы";"Работы Департамента строительства";"";"01.06.2024";"01.07.2025";"1";"";"line";"";"37.658855,55.721177;37.659117,55.721598";"{coordinates=[[[37.658855, 55.721177], [37.659117, 55.721598]]], type=MultiLineString}";"";
"45712";"ул. Дубки от д.9А до ул. Немчинова";"2699892032";"Северный административный округ";"Тимирязевский район";"Ремонтные работы";"Работы транспортного комплекса";"";"21.06.2024";"01.01.2025";"";"";"line";"";"37.562925,55.822544;37.562971,55.822459;37.562972,55.822458;37.562972,55.822457;37.563014,55.822355;37.563028,55.822308;37.563045,55.822251;37.563063,55.822146;37.563067,55.822082;37.563065,55.822038;37.563058,55.821998;37.563054,55.821982;37.56303,55.821851;37.563009,55.82174";"{coordinates=[[[37.562925, 55.822544], [37.562971, 55.822459], [37.562972, 55.822458], [37.562972, 55.822457], [37.563014, 55.822355], [37.563028, 55.822308], [37.563045, 55.822251], [37.563063, 55.822146], [37.563067, 55.822082], [37.563065, 55.822038], [37.563058, 55.821998], [37.563054, 55.821982], [37.56303, 55.821851], [37.563009, 55.82174]]], type=MultiLineString}";"";
"43160";"ул. Тюменская (Тюменский пр. - ул. Тюменская, д.5с15)";"2699892034";"Восточный административный округ";"район Преображенское";"Ремонтные работы";"Работы ДЖКХ";"";"26.02.2024";"31.12.2024";"1";"";"line";"";"37.739346,55.808984;37.73952,55.808979;37.739599,55.808979;37.7396,55.808979;37.739606,55.808979;37.740193,55.808978;37.740199,55.808978;37.740201,55.808978;37.740395,55.808978;37.741035,55.808974;37.741359,55.808972;37.741631,55.808972;37.741634,55.808972;37.741637,55.808972;37.741888,55.808971;37.742047,55.808971;37.742154,55.808971;37.742463,55.80897;37.742466,55.80897;37.742469,55.80897;37.742766,55.808969;37.742769,55.808969;37.74277,55.808969;37.742865,55.808969;37.742866,55.808969;37.742868,55.808969;37.743134,55.808969;37.743498,55.808967;37.743916,55.808964;37.743959,55.808964";"{coordinates=[[[37.739346, 55.808984], [37.73952, 55.808979], [37.739599, 55.808979], [37.7396, 55.808979], [37.739606, 55.808979], [37.740193, 55.808978], [37.740199, 55.808978], [37.740201, 55.808978], [37.740395, 55.808978], [37.741035, 55.808974], [37.741359, 55.808972], [37.741631, 55.808972], [37.741634, 55.808972], [37.741637, 55.808972], [37.741888, 55.808971], [37.742047, 55.808971], [37.742154, 55.808971], [37.742463, 55.80897], [37.742466, 55.80897], [37.742469, 55.80897], [37.742766, 55.808969], [37.742769, 55.808969], [37.74277, 55.808969], [37.742865, 55.808969], [37.742866, 55.808969], [37.742868, 55.808969], [37.743134, 55.808969], [37.743498, 55.808967], [37.743916, 55.808964], [37.743959, 55.808964]]], type=MultiLineString}";"";
"45194";"Выставочный пер. (в районе д.14, стр.18 по Краснопресненской наб.)";"2699892036";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Коммерческие организации";"";"28.05.2024";"01.01.2025";"";"";"line";"";"37.542747616244,55.7504471496543;37.544447063483,55.7488551533831";"{coordinates=[[[37.542747616, 55.75044715], [37.544447063, 55.748855153]]], type=MultiLineString}";"";
"42646";"ул. Барклая (от д.7, к.2 до д.6, в сторону ул. Василисы Кожиной)";"2699892037";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Коммерческие организации";"";"18.12.2023";"01.01.2025";"";"";"line";"";"37.5005583465099,55.7415367102663;37.5021851062775,55.7407890037423;37.503803819418,55.7400642083167";"{coordinates=[[[37.500558347, 55.74153671], [37.502185106, 55.740789004], [37.503803819, 55.740064208]]], type=MultiLineString}";"";
"42790";"6-й пр. Подбельского (в районе Открытого ш.)";"2699892038";"Восточный административный округ";"район Богородское";"Ремонтные работы";"Работы Департамента строительства";"";"15.01.2024";"16.01.2025";"2";"";"line";"";"37.7389276027679,55.8157630625585;37.7391314506531,55.8156455152324;37.7393245697022,55.8157268941883;37.7394425868988,55.8156967538541;37.7399307489395,55.8154345319617;37.7399629354477,55.8153290398974;37.7399468421936,55.8152567023166";"{coordinates=[[[37.738927603, 55.815763063], [37.739131451, 55.815645515], [37.73932457, 55.815726894], [37.739442587, 55.815696754], [37.739930749, 55.815434532], [37.739962935, 55.81532904], [37.739946842, 55.815256702]]], type=MultiLineString}";"";
"43434";"Большой Девятинский пер., д.9";"2699892040";"Центральный административный округ";"район Арбат";"Ремонтные работы";"Коммерческие организации";"";"19.02.2024";"31.12.2024";"1";"";"line";"";"37.577019,55.755178;37.577127,55.755174;37.57713,55.755173;37.577136,55.755173;37.577724,55.75518;37.57773,55.75518;37.577732,55.75518;37.577906,55.755182;37.577908,55.755182;37.577911,55.755182;37.578243,55.755185;37.578574,55.75519;37.578577,55.75519;37.578584,55.75519;37.579197,55.755193";"{coordinates=[[[37.577019, 55.755178], [37.577127, 55.755174], [37.57713, 55.755173], [37.577136, 55.755173], [37.577724, 55.75518], [37.57773, 55.75518], [37.577732, 55.75518], [37.577906, 55.755182], [37.577908, 55.755182], [37.577911, 55.755182], [37.578243, 55.755185], [37.578574, 55.75519], [37.578577, 55.75519], [37.578584, 55.75519], [37.579197, 55.755193]]], type=MultiLineString}";"";
"45632";"ул. 5-я Парковая (от д.18 до д.10)";"2699892041";"Восточный административный округ";"район Измайлово";"Ремонтные работы";"Работы Департамента строительства";"";"18.06.2024";"01.01.2025";"";"";"line";"";"37.78828561306,55.791975020879;37.7883338928223,55.7909131322953";"{coordinates=[[[37.788285613, 55.791975021], [37.788333893, 55.790913132]]], type=MultiLineString}";"";
"40179";"Болотная наб. (Болотная наб., д.15с12 - Берсеневский пер., д.5с1)";"2699892043";"Центральный административный округ";"район Якиманка";"Ремонтные работы";"Коммерческие организации";"";"24.07.2023";"08.07.2025";"1";"";"line";"";"37.612185,55.741429;37.612169,55.741414;37.612166,55.741411;37.612164,55.741409;37.611952,55.741212;37.61195,55.74121;37.611948,55.741208;37.611744,55.741021;37.611255,55.740574;37.611158,55.740488";"{coordinates=[[[37.612185, 55.741429], [37.612169, 55.741414], [37.612166, 55.741411], [37.612164, 55.741409], [37.611952, 55.741212], [37.61195, 55.74121], [37.611948, 55.741208], [37.611744, 55.741021], [37.611255, 55.740574], [37.611158, 55.740488]]], type=MultiLineString}";"";
"46339";"Каширский пр-д (в районе д.1А, стр.2 по 1-му Варшавскому проезду)";"2699892044";"Южный административный округ";"район Москворечье-Сабурово";"Ремонтные работы";"Работы Департамента строительства";"";"22.07.2024";"01.01.2025";"";"";"line";"";"37.624227,55.647977;37.624213,55.647985;37.62414,55.64803;37.624059,55.648084;37.623982,55.648139;37.623894,55.648208";"{coordinates=[[[37.624227, 55.647977], [37.624213, 55.647985], [37.62414, 55.64803], [37.624059, 55.648084], [37.623982, 55.648139], [37.623894, 55.648208]]], type=MultiLineString}";"";
"45875";"ул. Каспийская (от д.18Б, стр.3 до д.35 по ул. Ереванская)";"2699892045";"Южный административный округ";"район Царицыно";"Ремонтные работы";"Работы Департамента строительства";"";"23.06.2023";"01.01.2025";"";"";"line";"";"37.6789357066809,55.6263641342374;37.6791052221597,55.6264940645143;37.6791701314869,55.6265676611869;37.6791486738148,55.6268492014342;37.6791298986791,55.627018929887;37.6791379449787,55.627090405545;37.679383635259,55.6272604809284;37.6795955297712,55.6273271363434;37.6800488230947,55.6273847022924;37.6801807879747,55.6273826668675";"{coordinates=[[[37.678935707, 55.626364134], [37.679105222, 55.626494065], [37.679170131, 55.626567661], [37.679148674, 55.626849201], [37.679129899, 55.62701893], [37.679137945, 55.627090406], [37.679383635, 55.627260481], [37.67959553, 55.627327136], [37.680048823, 55.627384702], [37.680180788, 55.627382667]]], type=MultiLineString}";"";
"44659";"ул. Маршала Тухачевского (ул. Народного Ополчения - ул. Маршала Тухачевского, д.19)";"2699892046";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы Департамента строительства";"";"01.07.2024";"13.04.2025";"2";"";"line";"";"37.483709,55.782389;37.482626,55.782558;37.482614,55.78256;37.482607,55.782561;37.481963,55.782664;37.481956,55.782665;37.481951,55.782666;37.481501,55.782738";"{coordinates=[[[37.483709, 55.782389], [37.482626, 55.782558], [37.482614, 55.78256], [37.482607, 55.782561], [37.481963, 55.782664], [37.481956, 55.782665], [37.481951, 55.782666], [37.481501, 55.782738]]], type=MultiLineString}";"";
"46648";"съезд с МКАД на ул. Профсоюзная (в сторону центра)";"2699892049";"Юго-Западный административный округ";"район Ясенево";"Ремонтные работы";"Работы Департамента строительства";"";"13.04.2024";"01.01.2025";"";"";"line";"";"37.493489,55.611837;37.493459,55.611778;37.493435,55.611715;37.493419,55.611651;37.493412,55.611577;37.493414,55.611534;37.493418,55.611515";"{coordinates=[[[37.493489, 55.611837], [37.493459, 55.611778], [37.493435, 55.611715], [37.493419, 55.611651], [37.493412, 55.611577], [37.493414, 55.611534], [37.493418, 55.611515]]], type=MultiLineString}";"";
"46863";"местный проезд (Открытое ш., д..14Гс1 - 6-й пр. Подбельского)";"2699892053";"Восточный административный округ";"район Богородское";"Ремонтные работы";"Работы Департамента строительства";"";"24.08.2024";"16.01.2025";"1";"";"line";"";"37.7399092912674,55.8152024490427;37.7397966384888,55.8150999704302;37.7396410703659,55.8149884492805;37.7392816543579,55.8147834906586;37.7387934923172,55.8144971495999;37.7383643388748,55.8142469762136;37.7382409572601,55.8141565517024;37.7381390333176,55.8140631128201;37.7380102872849,55.8139636453763";"{coordinates=[[[37.739909291, 55.815202449], [37.739796638, 55.81509997], [37.73964107, 55.814988449], [37.739281654, 55.814783491], [37.738793492, 55.81449715], [37.738364339, 55.814246976], [37.738240957, 55.814156552], [37.738139033, 55.814063113], [37.738010287, 55.813963645]]], type=MultiLineString}";"";
"40449";"Брюсов пер., д.2/14с9 - д.2/14с1";"2699892054";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Коммерческие организации";"";"07.08.2023";"18.11.2025";"1";"";"line";"";"37.605326,55.757477;37.605552,55.757687;37.605557,55.757692;37.605559,55.757694;37.60577,55.757888;37.605772,55.75789;37.605773,55.757891;37.605834,55.757947";"{coordinates=[[[37.605326, 55.757477], [37.605552, 55.757687], [37.605557, 55.757692], [37.605559, 55.757694], [37.60577, 55.757888], [37.605772, 55.75789], [37.605773, 55.757891], [37.605834, 55.757947]]], type=MultiLineString}";"";
"45871";"ул. Дурова, д.4, стр.2";"2699892056";"Центральный административный округ";"Мещанский район";"Ремонтные работы";"Работы ДЖКХ";"";"01.07.2024";"01.01.2025";"";"";"line";"";"37.622269,55.7794;37.622182,55.779427;37.622181,55.779427;37.622177,55.779428;37.621881,55.779523";"{coordinates=[[[37.622269, 55.7794], [37.622182, 55.779427], [37.622181, 55.779427], [37.622177, 55.779428], [37.621881, 55.779523]]], type=MultiLineString}";"";
"44537";"Леонтьевский пер., д.2/26с1 - д.2/26с2";"2699892059";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Коммерческие организации";"";"01.06.2024";"22.11.2024";"1";"";"line";"";"37.600064,55.757404;37.600091,55.757434;37.600092,55.757435;37.600095,55.757438;37.600428,55.757798;37.600431,55.757801;37.600432,55.757803;37.600569,55.75795;37.600634,55.758006;37.600707,55.758057;37.600708,55.758057;37.600709,55.758057;37.600753,55.758084;37.6008,55.758109;37.600859,55.758137";"{coordinates=[[[37.600064, 55.757404], [37.600091, 55.757434], [37.600092, 55.757435], [37.600095, 55.757438], [37.600428, 55.757798], [37.600431, 55.757801], [37.600432, 55.757803], [37.600569, 55.75795], [37.600634, 55.758006], [37.600707, 55.758057], [37.600708, 55.758057], [37.600709, 55.758057], [37.600753, 55.758084], [37.6008, 55.758109], [37.600859, 55.758137]]], type=MultiLineString}";"";
"46313";"Проектируемый пр-д № 5061 (в районе влд.2Г, стр.18 по ул. Внешних Вод)";"2699892063";"Северо-Восточный административный округ";"Ярославский район";"Ремонтные работы";"Работы ДЖКХ";"";"02.07.2024";"01.01.2025";"";"";"line";"";"37.711005,55.847642;37.711123,55.847645;37.711124,55.847645;37.711125,55.847645;37.71123,55.847647;37.711269,55.84765;37.711473,55.847659;37.711709,55.847672;37.711778,55.847679;37.711846,55.847688;37.711912,55.8477;37.711977,55.847715;37.71204,55.847733;37.712099,55.847753;37.712157,55.847775;37.712211,55.8478;37.712323,55.847858";"{coordinates=[[[37.711005, 55.847642], [37.711123, 55.847645], [37.711124, 55.847645], [37.711125, 55.847645], [37.71123, 55.847647], [37.711269, 55.84765], [37.711473, 55.847659], [37.711709, 55.847672], [37.711778, 55.847679], [37.711846, 55.847688], [37.711912, 55.8477], [37.711977, 55.847715], [37.71204, 55.847733], [37.712099, 55.847753], [37.712157, 55.847775], [37.712211, 55.8478], [37.712323, 55.847858]]], type=MultiLineString}";"";
"41286";"боковой проезд ул. Комдива Орлова (напротив ул. Комдива Орлова, д.3)";"2699892065";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Коммерческие организации";"";"16.09.2023";"01.12.2024";"1";"";"line";"";"37.578318,55.836179;37.578038,55.835679";"{coordinates=[[[37.578318, 55.836179], [37.578038, 55.835679]]], type=MultiLineString}";"";
"43367";"Садовническая наб., влд.11";"2699892066";"Центральный административный округ";"район Замоскворечье";"Ремонтные работы";"Коммерческие организации";"";"26.07.2021";"01.01.2025";"";"";"line";"";"37.629151,55.746219;37.629253,55.746206;37.629258,55.746205;37.629261,55.746205;37.629615,55.746163;37.629673,55.746156;37.629674,55.746156;37.629684,55.746155;37.629702,55.746153";"{coordinates=[[[37.629151, 55.746219], [37.629253, 55.746206], [37.629258, 55.746205], [37.629261, 55.746205], [37.629615, 55.746163], [37.629673, 55.746156], [37.629674, 55.746156], [37.629684, 55.746155], [37.629702, 55.746153]]], type=MultiLineString}";"";
"44654";"пр-д Добролюбова (от д.9, стр.6 по Огородному проезду до д.6А, стр.5 по проезду Добролюбова)";"2699892068";"Северо-Восточный административный округ";"Бутырский район";"Ремонтные работы";"Работы ДЖКХ";"";"24.04.2024";"01.01.2025";"";"";"line";"";"37.599617689848,55.8100503039761;37.6030549407005,55.8104225894748";"{coordinates=[[[37.59961769, 55.810050304], [37.603054941, 55.810422589]]], type=MultiLineString}";"";
"42867";"ул. Новокрюковская (от ул. Логвиненко до Проектируемого проезда №898)";"2699892069";"Зеленоградский административный округ";"район Крюково";"Ремонтные работы";"Коммерческие организации";"";"17.10.2022";"01.01.2025";"";"";"line";"";"37.1670913696289,55.9837965284604;37.170535326004,55.9808287233832";"{coordinates=[[[37.16709137, 55.983796528], [37.170535326, 55.980828723]]], type=MultiLineString}";"";
"43307";"Третье транспортное кольцо (внешняя сторона) (Звенигородское ш., д.28с14 - ул. Подвойского, д.26)";"2699892071";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Коммерческие организации";"";"12.02.2024";"31.12.2024";"1";"";"line";"";"37.537785,55.767071;37.537639,55.766778;37.53756,55.766601;37.537497,55.766449;37.537449,55.766331;37.537393,55.766194;37.537289,55.765935;37.537288,55.765932;37.537288,55.765931;37.537266,55.765878;37.537219,55.76576";"{coordinates=[[[37.537785, 55.767071], [37.537639, 55.766778], [37.53756, 55.766601], [37.537497, 55.766449], [37.537449, 55.766331], [37.537393, 55.766194], [37.537289, 55.765935], [37.537288, 55.765932], [37.537288, 55.765931], [37.537266, 55.765878], [37.537219, 55.76576]]], type=MultiLineString}";"";
