"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"214";"Медведковское ш. (пр. Серебрякова, д.14В)";"2699910430";"Северо-Восточный административный округ";"район Свиблово";"Ремонтные работы";"Работы ДЖКХ";"ООО «ИК Энергетические технологии»";"22.11.2024";"15.12.2024";"";"";"line";"";"37.658035,55.845457;37.658201,55.84565;37.658041,55.845464";"{coordinates=[[[37.658035, 55.845457], [37.658201, 55.84565], [37.658041, 55.845464]]], type=MultiLineString}";"";
"207";"Филимонковское ш. (7-й Квартал Сосенское, вл.1с1)";"2699910431";"Новомосковский административный округ";"[поселение Московский, поселение Сосенское]";"Ремонтные работы";"Работы ДЖКХ";"АО «ГК «ЕКС»";"12.07.2024";"25.12.2024";"2";"";"line";"";"37.4311494827271,55.6079054230526;37.4320077896118,55.6087659644072;37.4328231811524,55.6092992481645";"{coordinates=[[[37.431149483, 55.607905423], [37.43200779, 55.608765964], [37.432823181, 55.609299248]]], type=MultiLineString}";"";
"206";"ул. Новотихвинская (ул. Двинцев, д.12к1)";"2699910432";"Северо-Восточный административный округ";"район Марьина Роща";"Ремонтные работы";"Работы ДЖКХ";"ООО «Энергоиндустрия»";"22.11.2024";"20.12.2024";"1";"";"line";"";"37.600143,55.79758;37.600162,55.797561;37.600163,55.79756;37.600164,55.797559;37.600289,55.797425;37.600291,55.797424;37.600292,55.797422;37.600393,55.797321";"{coordinates=[[[37.600143, 55.79758], [37.600162, 55.797561], [37.600163, 55.79756], [37.600164, 55.797559], [37.600289, 55.797425], [37.600291, 55.797424], [37.600292, 55.797422], [37.600393, 55.797321]]], type=MultiLineString}";"";
"204";"ул. Полковая (ул. Двинцев, д.12к1)";"2699910433";"Северо-Восточный административный округ";"район Марьина Роща";"Ремонтные работы";"Работы ДЖКХ";"ООО «Энергоиндустрия»";"14.10.2024";"20.12.2024";"1";"";"line";"";"37.599768,55.797509;37.599772,55.79751;37.60011,55.797611;37.600114,55.797612;37.600115,55.797612;37.600212,55.79764;37.600213,55.797641;37.600216,55.797641;37.600239,55.797647";"{coordinates=[[[37.599768, 55.797509], [37.599772, 55.79751], [37.60011, 55.797611], [37.600114, 55.797612], [37.600115, 55.797612], [37.600212, 55.79764], [37.600213, 55.797641], [37.600216, 55.797641], [37.600239, 55.797647]]], type=MultiLineString}";"";
"191";"боковой пр-д ул. Никулинская (в районе пересечения с ул. Малая Очаковская)";"2699910436";"Западный административный округ";"район Очаково-Матвеевское";"Ремонтные работы";"Работы ДЖКХ";"ООО «ИнжСтрой-Инновации»";"05.06.2024";"31.12.2024";"";"";"line";"";"37.443727,55.673387;37.443994,55.673285;37.444001,55.673283;37.444001,55.673282;37.444035,55.673259;37.444054,55.673247;37.444097,55.673207;37.444131,55.673165;37.444154,55.67312;37.444166,55.673074;37.444166,55.673054";"{coordinates=[[[37.443727, 55.673387], [37.443994, 55.673285], [37.444001, 55.673283], [37.444001, 55.673282], [37.444035, 55.673259], [37.444054, 55.673247], [37.444097, 55.673207], [37.444131, 55.673165], [37.444154, 55.67312], [37.444166, 55.673074], [37.444166, 55.673054]]], type=MultiLineString}";"";
"190";"ул. Дубки от д.9А до ул. Немчинова";"2699910437";"Северный административный округ";"Тимирязевский район";"Ремонтные работы";"Работы транспортного комплекса";"ГУП «Московский метрополитен»";"21.06.2024";"31.12.2024";"";"";"line";"";"37.562925,55.822544;37.562971,55.822459;37.562972,55.822458;37.562972,55.822457;37.563014,55.822355;37.563028,55.822308;37.563045,55.822251;37.563063,55.822146;37.563067,55.822082;37.563065,55.822038;37.563058,55.821998;37.563054,55.821982;37.56303,55.821851;37.563009,55.82174";"{coordinates=[[[37.562925, 55.822544], [37.562971, 55.822459], [37.562972, 55.822458], [37.562972, 55.822457], [37.563014, 55.822355], [37.563028, 55.822308], [37.563045, 55.822251], [37.563063, 55.822146], [37.563067, 55.822082], [37.563065, 55.822038], [37.563058, 55.821998], [37.563054, 55.821982], [37.56303, 55.821851], [37.563009, 55.82174]]], type=MultiLineString}";"";
"188";"ул. Заводская, д.16";"2699910438";"Зеленоградский административный округ";"район Крюково";"Ремонтные работы";"Работы Департамента строительства";"ООО «Альтстрой»";"26.06.2024";"31.12.2024";"";"";"line";"";"37.178901,55.976655;37.178943,55.976625;37.179021,55.976575;37.179022,55.976574;37.179023,55.976574;37.179112,55.976516;37.179161,55.976488;37.179161,55.976487;37.179162,55.976487;37.179201,55.976464";"{coordinates=[[[37.178901, 55.976655], [37.178943, 55.976625], [37.179021, 55.976575], [37.179022, 55.976574], [37.179023, 55.976574], [37.179112, 55.976516], [37.179161, 55.976488], [37.179161, 55.976487], [37.179162, 55.976487], [37.179201, 55.976464]]], type=MultiLineString}";"";
"176";"боковой пр-д ул. Никулинская (в районе пересечения с ул. Малая Очаковская)";"2699910441";"Западный административный округ";"район Очаково-Матвеевское";"Ремонтные работы";"Работы ДЖКХ";"ООО «ИнжСтрой-Инновации»";"05.06.2024";"31.12.2024";"";"";"line";"";"37.443727,55.673387;37.443994,55.673285;37.444001,55.673283;37.444001,55.673282;37.444035,55.673259;37.444054,55.673247;37.444097,55.673207;37.444131,55.673165;37.444154,55.67312;37.444166,55.673074;37.444166,55.673054";"{coordinates=[[[37.443727, 55.673387], [37.443994, 55.673285], [37.444001, 55.673283], [37.444001, 55.673282], [37.444035, 55.673259], [37.444054, 55.673247], [37.444097, 55.673207], [37.444131, 55.673165], [37.444154, 55.67312], [37.444166, 55.673074], [37.444166, 55.673054]]], type=MultiLineString}";"";
"175";"ул. Маршала Тухачевского (ул. Народного Ополчения - ул. Маршала Тухачевского, д.25к1)";"2699910442";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы Департамента строительства";"АО «Мосинжпроект»";"24.06.2024";"12.04.2025";"2";"";"line";"";"37.477053,55.783447;37.477203,55.783423;37.4773,55.783407;37.477301,55.783407;37.477303,55.783407;37.477455,55.783383;37.477456,55.783383;37.477466,55.783381;37.478446,55.783227;37.478456,55.783226;37.47846,55.783225;37.478856,55.783163;37.479069,55.783128;37.479071,55.783128;37.479074,55.783127;37.479359,55.783082;37.479362,55.783082;37.479374,55.78308;37.480573,55.782887";"{coordinates=[[[37.477053, 55.783447], [37.477203, 55.783423], [37.4773, 55.783407], [37.477301, 55.783407], [37.477303, 55.783407], [37.477455, 55.783383], [37.477456, 55.783383], [37.477466, 55.783381], [37.478446, 55.783227], [37.478456, 55.783226], [37.47846, 55.783225], [37.478856, 55.783163], [37.479069, 55.783128], [37.479071, 55.783128], [37.479074, 55.783127], [37.479359, 55.783082], [37.479362, 55.783082], [37.479374, 55.78308], [37.480573, 55.782887]]], type=MultiLineString}";"";
"173";"боковой пр-д ул. Никулинская (в районе пересечения с ул. Малая Очаковская)";"2699910443";"Западный административный округ";"район Очаково-Матвеевское";"Ремонтные работы";"Работы ДЖКХ";"ООО «ИнжСтрой-Инновации»";"05.06.2024";"31.12.2024";"";"";"line";"";"37.443727,55.673387;37.443994,55.673285;37.444001,55.673283;37.444001,55.673282;37.444035,55.673259;37.444054,55.673247;37.444097,55.673207;37.444131,55.673165;37.444154,55.67312;37.444166,55.673074;37.444166,55.673054";"{coordinates=[[[37.443727, 55.673387], [37.443994, 55.673285], [37.444001, 55.673283], [37.444001, 55.673282], [37.444035, 55.673259], [37.444054, 55.673247], [37.444097, 55.673207], [37.444131, 55.673165], [37.444154, 55.67312], [37.444166, 55.673074], [37.444166, 55.673054]]], type=MultiLineString}";"";
"166";"Крутицкая наб., д.17А";"2699910445";"Южный административный округ";"Даниловский район";"Ремонтные работы";"Работы Департамента строительства";"ООО «ТЕХНОКОНЦЕПТ»";"01.06.2024";"30.06.2025";"1";"";"line";"";"37.658855,55.721177;37.659117,55.721598";"{coordinates=[[[37.658855, 55.721177], [37.659117, 55.721598]]], type=MultiLineString}";"";
"156";"ул. Новозаводская, д.18Ас111 - д.26с7";"2699910447";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"01.06.2024";"01.11.2025";"";"";"line";"";"37.479681,55.75287;37.480558,55.752883;37.480567,55.752883;37.480587,55.752883;37.482476,55.75292";"{coordinates=[[[37.479681, 55.75287], [37.480558, 55.752883], [37.480567, 55.752883], [37.480587, 55.752883], [37.482476, 55.75292]]], type=MultiLineString}";"";
"155";"местный проезд (Мичуринский просп., д.45 - ул. Удальцова, д.89)";"2699910448";"Западный административный округ";"район Раменки";"Ремонтные работы";"Коммерческие организации";"ООО «СиАрСиСи Рус»";"27.05.2024";"28.12.2024";"1";"";"line";"";"37.4829697608948,55.6881090302751;37.4834418296814,55.6878489732416;37.4836993217468,55.6879396910079;37.483913898468,55.6879275953179;37.4843108654022,55.6878187339395;37.4853301048279,55.6876070581694";"{coordinates=[[[37.482969761, 55.68810903], [37.48344183, 55.687848973], [37.483699322, 55.687939691], [37.483913898, 55.687927595], [37.484310865, 55.687818734], [37.485330105, 55.687607058]]], type=MultiLineString}";"";
"151";"местный пр-д (в районе д.17 по ул. Верейская)";"2699910449";"Западный административный округ";"Можайский район";"Ремонтные работы";"Работы ДЖКХ";"ООО «ПМК-219»";"04.05.2024";"31.12.2024";"";"";"line";"";"37.4452820420265,55.7106728705444;37.4453544616699,55.7107499565006";"{coordinates=[[[37.445282042, 55.710672871], [37.445354462, 55.710749957]]], type=MultiLineString}";"";
"146";"32-й км МКАД (в районе ООТ «Южная ТЭЦ», внешняя сторона)";"2699910450";"Южный административный округ";"район Бирюлёво Западное";"Ремонтные работы";"Работы Департамента строительства";"АО «МИСК»";"17.10.2023";"31.12.2024";"";"";"line";"";"37.620826,55.574487;37.621861,55.574428;37.621884,55.574427;37.621889,55.574427;37.622414,55.574397;37.62242,55.574397;37.622422,55.574397;37.622639,55.574384;37.622641,55.574384;37.622647,55.574383;37.623203,55.574351;37.623953,55.574306;37.624307,55.574285";"{coordinates=[[[37.620826, 55.574487], [37.621861, 55.574428], [37.621884, 55.574427], [37.621889, 55.574427], [37.622414, 55.574397], [37.62242, 55.574397], [37.622422, 55.574397], [37.622639, 55.574384], [37.622641, 55.574384], [37.622647, 55.574383], [37.623203, 55.574351], [37.623953, 55.574306], [37.624307, 55.574285]]], type=MultiLineString}";"";
"141";"съезд с Хорошевского ш. на ул. Беговая (ООТ «метро Беговая» - ул. Брянский Пост, д.6с1А)";"2699910452";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Коммерческие организации";"АО «РЖДстрой»";"27.04.2024";"27.12.2024";"1";"";"line";"";"37.548636,55.773373;37.548832,55.773382;37.548834,55.773382;37.548841,55.773382;37.549467,55.773411;37.550141,55.773451;37.550395,55.773467;37.55071,55.773495;37.550824,55.773505;37.551508,55.773574";"{coordinates=[[[37.548636, 55.773373], [37.548832, 55.773382], [37.548834, 55.773382], [37.548841, 55.773382], [37.549467, 55.773411], [37.550141, 55.773451], [37.550395, 55.773467], [37.55071, 55.773495], [37.550824, 55.773505], [37.551508, 55.773574]]], type=MultiLineString}";"";
"134";"Ленинский пр-кт (от д.74 до д.78, в сторону области)";"2699910458";"Юго-Западный административный округ";"Ломоносовский район";"Ремонтные работы";"Работы Департамента строительства";"АО «Мосинжпроект» (АО «Трансинжстрой»)";"20.07.2021";"31.12.2024";"";"";"line";"";"37.537776,55.683053;37.536697,55.682322;37.53667,55.682304;37.536667,55.682302;37.53635,55.682087;37.536347,55.682085;37.536329,55.682072;37.535867,55.681759";"{coordinates=[[[37.537776, 55.683053], [37.536697, 55.682322], [37.53667, 55.682304], [37.536667, 55.682302], [37.53635, 55.682087], [37.536347, 55.682085], [37.536329, 55.682072], [37.535867, 55.681759]]], type=MultiLineString}";"";
